Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,12.801126225848318,2.6986726231045193,0.5542484716780626,3.577866155384843
General,RNN,61.08152317731518,6.596716245015462,-1.126936476381457,7.815466919980865
General,GRU,947.2915675342252,30.3079773595598,-31.98589956423011,30.778102078169557
General,LSTM,955.3259253055209,30.440234052870007,-32.26566614042469,30.908347178481105
MA,CNN,23.014598783225974,4.042377456029255,0.19860234167331325,4.79735331023534
MA,RNN,56.50525288556744,5.653935435612997,-0.9675849130446419,7.516997597815728
MA,GRU,21.500425437847714,4.112642784118652,0.25132778714887116,4.636855123663851
MA,LSTM,19.46994948369159,3.0245843410491946,0.32203154741321927,4.412476570327778
DReg,CNN,71.59045049992089,7.220173916286892,-1.4928707178247511,8.46111402239214
DReg,RNN,64.34696760897071,6.196839023166232,-1.240643412816603,8.021656163721474
DReg,GRU,52.85405716449972,5.433058279885186,-0.8404456251293244,7.270079584468091
DReg,LSTM,8.452231243953143,2.326193996005588,0.7056825369696822,2.9072721310453797
MA DReg,CNN,167.4991288158095,11.63749112976922,-4.832533118178226,12.942145448719447
MA DReg,RNN,63.51195451554791,6.135335392422146,-1.2115671928032055,7.969438782972607
MA DReg,GRU,48.549733400312974,5.163870605892606,-0.6905635864377224,6.967763873748376
MA DReg,LSTM,48.730338726675775,5.174498537911309,-0.6968524940563929,6.980711906867077
HY,CNN LSTM,205.39037749635574,13.291813268661498,-6.151954684014773,14.331447152899658
HY,LSTM RNN GRU,57.592393605591546,5.724017782211304,-1.005440538315585,7.588965252627761
HY,CNN RNN GRU,29.98188713432555,4.539763912624783,-0.04400751748823528,5.475571854548669
HY,CNN GRU,245.55332929373904,14.725326936509873,-7.55047984732848,15.670141329730853
HY,RNN GRU,226.16773723574164,14.051666022406684,-6.875448827805407,15.038874201074416
HY,RNN LSTM,202.219079781156,13.172067431343926,-6.041526056222653,14.22037551477302
MA HY,CNN LSTM,231.7870962593061,14.250229200787013,-7.071122070046055,15.22455569989831
MA HY,LSTM RNN GRU,52.046309467740485,5.382448929680718,-0.8123188209734584,7.214312820202662
MA HY,CNN RNN GRU,30.277645371959213,4.538323296440972,-0.05430619622267385,5.502512641690086
MA HY,CNN GRU,232.55453204170564,14.27709881570604,-7.097845161972357,15.249738753228058
MA HY,RNN GRU,222.596587622579,13.92398757510715,-6.751096847374242,14.91967116335273
MA HY,RNN LSTM,220.07485175247766,13.833230125639172,-6.663286790798738,14.834920011664291
